370630001011,NaN,Nan,Nan,NaN,NaN,NaN,NaN,NaN
370630001012,90948.72,18000.00,185000.00,88500.00,3547000.00,39,56547.50,1.57
370630001021,129565.79,31000.00,251000.00,139500.00,4923500.00,38,49196.00,2.84
370630001022,144633.44,40000.00,600000.00,129000.00,8967273.00,62,59118.50,2.18
370630002001,151568.18,40000.00,355000.00,130500.00,3334500.00,22,43805.50,2.98
370630002002,171088.24,40000.00,390000.00,139000.00,2908500.00,17,49986.00,2.78
370630002003,285500.00,150000.00,474500.00,286000.00,8279500.00,29,73829.00,3.87
370630003011,84750.00,38000.00,150000.00,72750.00,847500.00,10,49936.00,1.46
370630003012,157117.65,37000.00,281000.00,157500.00,2671000.00,17,74970.50,2.10
370630003013,357571.43,155000.00,817500.00,205000.00,2503000.00,7,65510.50,3.13
370630003021,292134.15,13000.00,645000.00,272000.00,11977500.00,41,118594.00,2.29
370630003022,308214.29,50000.00,650000.00,265000.00,6472500.00,21,69295.00,3.82
370630003023,500928.57,32000.00,800000.00,487000.00,10519500.00,21,37230.50,13.08
370630004011,177304.35,50500.00,291000.00,185750.00,8156000.00,46,81464.00,2.28
370630004012,319585.71,107000.00,823000.00,328000.00,11185500.00,35,109223.00,3.00
370630004013,311684.21,85000.00,600000.00,320000.00,5922000.00,19,101630.50,3.15
370630004021,237933.33,20000.00,420000.00,246500.00,7138000.00,30,57516.50,4.29
370630005001,151000.00,151000.00,151000.00,151000.00,151000.00,1,7766.50,19.44
370630005002,247416.67,51000.00,325000.00,275000.00,2969000.00,12,37044.50,7.42
370630005003,95000.00,1000.00,199000.00,104500.00,760000.00,8,36607.50,2.85
370630005004,126294.12,27500.00,355000.00,113000.00,2147000.00,17,27589.50,4.10
370630006001,193271.19,20000.00,570000.00,170000.00,11403000.00,59,80751.00,2.11
370630006002,293142.86,70000.00,795000.00,276250.00,8208000.00,28,70984.50,3.89
370630006003,464882.35,267000.00,781000.00,440000.00,7903000.00,17,224624.00,1.96
370630007001,349576.92,140000.00,835000.00,285000.00,4544500.00,13,29392.00,9.70
370630007002,357552.63,134000.00,867500.00,329000.00,13587000.00,38,104435.50,3.15
370630007003,275391.89,59000.00,850000.00,270000.00,10189500.00,37,95713.50,2.82
370630009001,51893.55,16000.00,129000.00,29500.00,570829.00,11,42315.50,0.70
370630009002,71826.92,15000.00,270000.00,46000.00,1867500.00,26,24496.00,1.88
370630010011,76086.96,5000.00,132000.00,89000.00,1750000.00,23,45173.00,1.97
370630010012,69535.71,10000.00,131000.00,64000.00,1460250.00,21,24420.00,2.62
370630010013,63579.16,8000.00,166000.00,40000.00,1970954.00,31,30184.00,1.33
370630010021,47434.78,22500.00,88000.00,45000.00,1091000.00,23,33307.50,1.35
370630010022,40750.00,17000.00,57000.00,44500.00,163000.00,4,29860.50,1.49
370630010023,38966.67,15000.00,70000.00,34000.00,584500.00,15,45769.50,0.74
370630010024,40300.00,12500.00,90000.00,35000.00,604500.00,15,42719.00,0.82
370630011001,189120.00,22500.00,370000.00,214500.00,4728000.00,25,25194.00,8.51
370630011002,57928.57,14000.00,106500.00,41500.00,405500.00,7,32020.00,1.30
370630013011,36327.59,10000.00,110000.00,27500.00,1053500.00,29,23048.50,1.19
370630013031,65315.79,26000.00,190000.00,56000.00,1241000.00,19,39622.50,1.41
370630013032,43166.67,29000.00,64000.00,36500.00,129500.00,3,59776.50,0.61
370630013041,51650.00,16000.00,101000.00,50250.00,1033000.00,20,33710.50,1.49
370630014001,61050.00,12000.00,166000.00,47500.00,610500.00,10,24243.00,1.96
370630014002,43533.61,5500.00,150000.00,35250.00,783605.00,18,23152.50,1.52
370630015011,NaN,Nan,Nan,NaN,NaN,NaN,NaN,NaN
370630015021,84625.00,63500.00,99500.00,87750.00,338500.00,4,38910.50,2.26
370630015022,NaN,Nan,Nan,NaN,NaN,NaN,NaN,NaN
370630015023,NaN,Nan,Nan,NaN,NaN,NaN,NaN,NaN
370630015024,NaN,Nan,Nan,NaN,NaN,NaN,NaN,NaN
370630015031,NaN,Nan,Nan,NaN,NaN,NaN,NaN,NaN
370630016011,246000.00,39000.00,607500.00,220000.00,9102000.00,37,119308.00,1.84
370630016012,151401.52,5500.00,255000.00,155000.00,9992500.00,66,106716.50,1.45
370630016013,139837.84,18500.00,237000.00,140000.00,5174000.00,37,79059.00,1.77
370630016031,143447.37,29500.00,198000.00,149000.00,2725500.00,19,95153.50,1.57
370630016032,199156.55,67500.00,305000.00,200000.00,21508907.00,108,126830.00,1.58
370630016033,151580.00,20500.00,465000.00,140000.00,3789500.00,25,90005.50,1.56
370630016034,280406.25,133000.00,415000.00,296500.00,8973000.00,32,144578.50,2.05
370630016041,214080.11,46000.00,374000.00,220000.00,12202566.00,57,122194.50,1.80
370630016042,230178.57,15000.00,435000.00,233500.00,12890000.00,56,139772.00,1.67
370630016043,202338.71,21000.00,460000.00,184000.00,6272500.00,31,118560.00,1.55
370630017051,134952.83,78000.00,254000.00,131000.00,7152500.00,53,70156.00,1.87
370630017052,222859.50,61000.00,735000.00,142500.00,8022942.00,36,66391.00,2.15
370630017053,117953.13,50000.00,240000.00,114500.00,3774500.00,32,72506.00,1.58
370630017061,288720.59,97500.00,479000.00,261000.00,9816500.00,34,62081.50,4.20
370630017062,195904.76,59000.00,416000.00,189000.00,4114000.00,21,72827.00,2.60
370630017071,233222.22,65000.00,614000.00,187500.00,8396000.00,36,129112.00,1.45
370630017072,209413.86,58000.00,375000.00,218000.00,9004796.00,43,91066.00,2.39
370630017073,229153.85,144000.00,415000.00,198000.00,2979000.00,13,103989.00,1.90
370630017074,224871.79,20000.00,510000.00,210500.00,17540000.00,78,103104.00,2.04
370630017075,518142.86,165000.00,1230000.00,579000.00,21762000.00,42,107166.00,5.40
370630017081,131050.46,3894.00,196000.00,136000.00,7731977.00,59,68256.00,1.99
370630017091,57166.67,17000.00,90000.00,63000.00,857500.00,15,55681.00,1.13
370630017092,64272.73,31500.00,89000.00,62000.00,707000.00,11,48022.00,1.29
370630017093,117982.57,31256.00,210000.00,122750.00,1651756.00,14,35568.00,3.45
370630017101,148395.35,90500.00,240000.00,150000.00,6381000.00,43,75433.00,1.99
370630017102,113250.00,68000.00,163000.00,115000.00,2265000.00,20,44625.50,2.58
370630017111,129150.00,60000.00,157000.00,135000.00,1291500.00,10,51762.00,2.61
370630017112,181666.67,139000.00,222000.00,184000.00,545000.00,3,48036.00,3.83
370630017113,123250.00,119000.00,127500.00,123250.00,246500.00,2,48026.00,2.57
370630018011,111663.64,2000.00,168500.00,125000.00,6141500.00,55,94292.00,1.33
370630018012,107684.63,32508.00,189000.00,100000.00,2046008.00,19,43130.50,2.32
370630018013,116797.46,13000.00,245000.00,133000.00,8876607.00,76,84156.00,1.58
370630018014,97080.97,26000.00,155000.00,100500.00,2912429.00,30,73799.50,1.36
370630018015,162400.00,15000.00,345000.00,116000.00,812000.00,5,64003.50,1.81
370630018021,90151.61,30000.00,169200.00,83000.00,2794700.00,31,54459.50,1.52
370630018022,90291.67,39500.00,120000.00,93750.00,1083500.00,12,71751.00,1.31
370630018023,101620.69,30000.00,185000.00,105000.00,2947000.00,29,54585.00,1.92
370630018024,66038.46,29000.00,141000.00,75000.00,858500.00,13,56503.00,1.33
370630018061,126573.53,1750.00,260000.00,113000.00,2151750.00,17,92968.50,1.22
370630018062,143504.31,5000.00,230000.00,149000.00,16646500.00,116,94992.50,1.57
370630018071,122106.06,30500.00,227000.00,124500.00,4029500.00,33,68347.50,1.82
370630018072,143152.30,3500.00,295000.00,144000.00,13313164.00,93,119571.50,1.20
370630018073,112925.93,28000.00,170000.00,113000.00,6098000.00,54,84050.00,1.34
370630018081,172641.67,57500.00,275500.00,174500.00,10358500.00,60,136141.50,1.28
370630018082,246642.28,40000.00,452500.00,231750.00,121348000.00,492,124041.00,1.87
370630018091,110425.00,22500.00,185000.00,121500.00,2208500.00,20,67993.50,1.79
370630018092,213143.75,93500.00,385000.00,217000.00,17051500.00,80,93126.00,2.33
370630019001,366069.92,74000.00,611000.00,367750.00,86392500.00,236,78333.50,4.69
370630019002,208190.00,105000.00,520000.00,187000.00,10409500.00,50,119408.50,1.57
370630020071,223540.82,42000.00,430000.00,210000.00,10953500.00,49,137114.00,1.53
370630020072,351051.09,40000.00,1850000.00,248000.00,11584686.00,33,94722.50,2.62
370630020073,273333.33,97000.00,1270000.00,249500.00,9840000.00,36,123152.50,2.03
370630020081,782750.00,261000.00,2700000.00,593000.00,20351500.00,26,213890.00,2.77
370630020082,411852.11,95000.00,945000.00,395000.00,29241500.00,71,216845.00,1.82
370630020091,55535.71,20000.00,126000.00,53750.00,777500.00,14,61464.50,0.87
370630020092,83208.33,25000.00,170000.00,62500.00,998500.00,12,65868.50,0.95
370630020093,76352.94,15000.00,162000.00,76000.00,2596000.00,34,64898.50,1.17
370630020131,175580.65,94000.00,305000.00,157500.00,5443000.00,31,112791.00,1.40
370630020132,150775.00,114000.00,185000.00,153000.00,3015500.00,20,98381.50,1.56
370630020133,186250.00,64000.00,297500.00,193000.00,13782500.00,74,114564.00,1.68
370630020151,163607.14,60000.00,257000.00,165500.00,6871500.00,42,58519.50,2.83
370630020152,201642.86,105000.00,469500.00,170000.00,4234500.00,21,48866.00,3.48
370630020153,NaN,Nan,Nan,NaN,NaN,NaN,NaN,NaN
370630020161,NaN,Nan,Nan,NaN,NaN,NaN,NaN,NaN
370630020162,183400.00,155000.00,197000.00,195000.00,917000.00,5,56769.00,3.43
370630020171,331486.84,60000.00,980000.00,319250.00,25193000.00,76,161484.00,1.98
370630020172,306974.36,2500.00,575000.00,320000.00,11972000.00,39,119556.50,2.68
370630020173,302360.00,140000.00,530000.00,315250.00,15118000.00,50,93477.00,3.37
370630020181,505126.87,70000.00,1300000.00,509000.00,33843500.00,67,126547.50,4.02
370630020182,316500.00,134000.00,490000.00,343000.00,18990000.00,60,59725.00,5.74
370630020183,299676.77,5000.00,650000.00,305000.00,29668000.00,99,156518.00,1.95
370630020191,561954.55,438500.00,620000.00,580000.00,6181500.00,11,64917.00,8.93
370630020192,448720.93,141000.00,695000.00,463000.00,19295000.00,43,75498.00,6.13
370630020193,313420.45,215000.00,388500.00,320750.00,13790500.00,44,127115.00,2.52
370630020201,314063.29,11000.00,1125000.00,293000.00,24811000.00,79,210225.00,1.39
370630020202,385556.56,164000.00,1152000.00,356000.00,85208000.00,221,162506.50,2.19
370630020211,248125.00,45500.00,299000.00,256500.00,10917500.00,44,61630.50,4.16
370630020212,248500.00,80000.00,340000.00,265000.00,4721500.00,19,125488.00,2.11
370630020221,168533.33,131500.00,206000.00,162000.00,2528000.00,15,67179.50,2.41
370630020222,200302.12,1000.00,312500.00,192500.00,13620544.00,68,100053.50,1.92
370630020231,223318.18,163500.00,295500.00,222000.00,4913000.00,22,77524.50,2.86
370630020232,234295.45,153000.00,335000.00,232500.00,5154500.00,22,113999.50,2.04
370630020241,257457.59,31875.00,442000.00,235500.00,43252875.00,168,151702.00,1.55
370630020242,192192.31,133500.00,277000.00,174000.00,2498500.00,13,81423.50,2.14
370630020243,215645.83,171500.00,301000.00,216250.00,5175500.00,24,128044.50,1.69
370630020251,192344.66,30500.00,291000.00,193500.00,19811500.00,103,98159.00,1.97
370630020252,193232.76,36000.00,352500.00,196500.00,11207500.00,58,95908.00,2.05
370630020253,138109.38,25000.00,180500.00,142500.00,4419500.00,32,63988.50,2.23
370630020261,114513.16,10000.00,184000.00,115000.00,4351500.00,38,57187.00,2.01
370630020262,135687.56,46000.00,244000.00,129000.00,2171001.00,16,65463.00,1.97
370630020271,157515.38,16500.00,250000.00,183000.00,10238500.00,65,74055.50,2.47
370630020272,192603.45,108000.00,273000.00,190000.00,11171000.00,58,78629.50,2.42
370630020273,NaN,Nan,Nan,NaN,NaN,NaN,NaN,NaN
370630020281,195715.12,132000.00,255000.00,195000.00,16831500.00,86,108061.00,1.80
370630020282,449805.56,323500.00,672000.00,452750.00,16193000.00,36,70630.50,6.41
370630020283,234567.57,194500.00,277000.00,235000.00,8679000.00,37,91777.50,2.56
370630021001,300242.19,25000.00,1044000.00,252000.00,19215500.00,64,151213.00,1.67
370630021002,214041.67,38000.00,349000.00,239000.00,5137000.00,24,113358.50,2.11
370630021003,282900.00,135000.00,390000.00,294000.00,2829000.00,10,139317.50,2.11
370630022001,281583.33,50000.00,950000.00,214250.00,5068500.00,18,69731.50,3.07
370630023001,133434.78,10000.00,235000.00,182000.00,3069000.00,23,27003.00,6.74
370630023002,NaN,Nan,Nan,NaN,NaN,NaN,NaN,NaN
370639801001,NaN,Nan,Nan,NaN,NaN,NaN,NaN,NaN
